id,name,host_name,neighbourhood_group,neighbourhood,room_type,floor,price
828553,Location AND Space in the city!!,Ms,Manhattan,Gramercy,Entire home/apt,1,288.6091878
32428466,Top floor apt in luxury building - lease takeover,Alison,Queens,Rego Park,Entire home/apt,5,160.3957682
35842545,Cozy perfection in the middle of everything,Brandy,Brooklyn,Park Slope,Entire home/apt,1,199.2189096
14340033,1400 sq ft modern full floor loft,Alexander,Manhattan,Flatiron District,Entire home/apt,1,288.8169454
23541451,Spacious Private Apartment near JFK!!,Jay,Brooklyn,East New York,Entire home/apt,1,260.5257907
25085427,Amazing Studio step away from time square /71B,Irina,Manhattan,Hell's Kitchen,Entire home/apt,1,283.0228928
22485639,61st east room C manhattan private,Eliahu,Manhattan,Upper East Side,Entire home/apt,16,531.016179
8439030,One Room in Murray Hill / Midtown,Sarah,Manhattan,Murray Hill,Private room,1,149.4136981
8569534,Cozy 3 BD in the East Village,Will & Tash,Manhattan,East Village,Private room,1,146.8971043
18806061,One Bedroom with Workspace in a great location,Sonya,Brooklyn,Williamsburg,Entire home/apt,1,203.4531729
26985201,2 BEDS - INCREDIBLE LOCATION - 1 STOP TO MANHATTAN,Cherri,Brooklyn,Williamsburg,Private room,1,100.9619382
18915587,Bright and Sunny Brooklyn Sanctuary,Timothy,Brooklyn,Bushwick,Private room,16,518.3457677
9810235,Tribeca Loft,Yuri,Manhattan,Tribeca,Entire home/apt,1,285.1242765
29342293,Sunny room in Brooklyn,Nathalie,Brooklyn,Crown Heights,Private room,1,91.3457044
13992742,Cozy Studio in the Heart of Soho,Ezgi,Manhattan,NoHo,Entire home/apt,16,536.549284
21124150,Hamilton Beach House,Victor,Queens,Howard Beach,Entire home/apt,5,155.8482265
16072214,"One of a kind, entire Brooklyn apartment",Tor,Brooklyn,Flatbush,Entire home/apt,1,191.6254171
32611480,Modern Luxury Private Room Steps from subway,Sahar,Manhattan,East Harlem,Private room,1,130.2609805
33242898,Luxury Metropolitan Suite,Hosteeva,Manhattan,Midtown,Entire home/apt,16,531.445251
18774244,FURNISHED * ONE BED * DOORMAN * LUXURY * GYM *,Natie,Manhattan,Theater District,Entire home/apt,16,534.3633855
7025693,Beautiful Brooklyn Brownstone,Megan,Brooklyn,Bedford-Stuyvesant,Private room,16,517.933471
19596021,Cozy Apartment in a Private House,George,Queens,Jackson Heights,Entire home/apt,5,162.2020877
32503167,Beautiful apt in Nolita - your perfect stay,Milena,Manhattan,Lower East Side,Private room,16,264.5706145
27190713,Modern Studio on Upper East Side,Lisa,Manhattan,Upper East Side,Entire home/apt,16,520.2489002
34935124,Meyers inn,Chris,Manhattan,Hell's Kitchen,Entire home/apt,16,532.035265
28187614,"Warm, cozy, private entrance with 2 Full bathrooms",Ms. Debra,Queens,Jamaica,Entire home/apt,5,154.4252038
24872073,Big & Bright Bed-Stuy Bushwick Border Boudoir,Lilly,Brooklyn,Bedford-Stuyvesant,Private room,1,131.7287755
1891017,Awesome Huge Studio - NYC Center,Pavel,Manhattan,Chelsea,Entire home/apt,16,533.939211
34019440,Beautiful&Clean 1 KING BDR apt in Chelsea LONGTERM,Emma,Manhattan,Chelsea,Entire home/apt,1,287.7006475
6558729,"Artist Loft In Bushwick, Brooklyn",Robert,Brooklyn,Williamsburg,Private room,1,94.25578052
19177262,Large Manhattan Apartment: Ideal Location - Inwood,Andom,Manhattan,Inwood,Entire home/apt,1,258.7508402
8615333,Amazing Duplex Loft in Williamsburg,Stephanie,Brooklyn,Williamsburg,Entire home/apt,16,255.4446634
20376152,Clinton Hill Private Room,Nikki,Brooklyn,Bedford-Stuyvesant,Private room,1,93.53007145
28045724,Heart of Bushwick! Women only,Clarissa,Brooklyn,Bushwick,Private room,1,92.42366558
14590480,AMAZING bedroom in the Heart of NYC,Theodore,Manhattan,Hell's Kitchen,Private room,1,142.5498183
11186765,"Lovely room with private bathroom, near Manhattan",Martin,Queens,Sunnyside,Private room,5,86.19246995
17045905,Private Clean Spacious Sunny E Village Studio Apt,Seth,Manhattan,East Village,Entire home/apt,16,536.1666603
2107883,Industrial Modernism Flex 2br Loft!,Vida,Brooklyn,Greenpoint,Entire home/apt,16,525.0739627
21895071,Gorgeous big private room/Brooklyn,Camila,Brooklyn,Crown Heights,Private room,1,92.04736238
34997420,Your own room in Manhattan!,Amalia,Manhattan,Harlem,Private room,16,247.5510052
26858196,AWESOME 2 BEDS - QUEEN + SOFA - NEXT TO METRO,Emily Wes,Brooklyn,Bedford-Stuyvesant,Private room,1,95.04609276
16148691,Lovely 2 bed/2 bath 15 min. from TIMES SQUARE,Brendan,Manhattan,Harlem,Entire home/apt,16,512.4057946
24357562,Cozy Apartment- Lower East Side near F/M/J/Z  :),Justin,Manhattan,Lower East Side,Private room,16,263.3151496
16143844,Cozy room in Harlem,Tk,Manhattan,Harlem,Private room,1,128.4807423
33313341,Spectacular apartment in Astoria near everywhere,Jose,Queens,Ditmars Steinway,Private room,5,83.29648089
10021301,Architects' Home in Brooklyn!,Jen,Brooklyn,Crown Heights,Entire home/apt,1,197.2192324
26352984,Quiet place w/ private bathroom,Marine,Brooklyn,Crown Heights,Private room,1,89.20335073
30262760,Close to transportation sleep share,Anchor,Brooklyn,Bedford-Stuyvesant,Shared room,1,60.39951335
18522181,Beautiful in Brooklyn - Perfect for Groups!,Steven,Brooklyn,Bushwick,Entire home/apt,1,195.1436882
293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",Olly,Brooklyn,Williamsburg,Entire home/apt,1,201.9868507
23413509,Two bedroom apartment in Brooklyn/Bed Stuy,Hp,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,193.4485125
20964409,Little Slice of Brooklyn!,Nikki,Brooklyn,Flatbush,Private room,1,87.73100615
3751919,A Fantastic Master Bedroom Suite in a 3BD apt,Ed,Brooklyn,Bedford-Stuyvesant,Private room,1,133.8298284
17719353,Private Queen room&bathroom in NEW Luxury Building,Albert,Brooklyn,Gravesend,Private room,1,84.77276581
4152752,Location is Everything. And Quiet Too!,Niko,Manhattan,Hell's Kitchen,Private room,16,261.2694311
15968426,Comfy spacious Astoria aptmt 15m from Manhattan,Jwanah,Queens,Astoria,Private room,5,86.15094472
20035645,Basement Studio Apt in a quiet area close to all,Ella,Queens,Forest Hills,Entire home/apt,5,158.9458937
4509560,Reno Studio Gramercy~Sleeps3!,Host,Manhattan,Gramercy,Entire home/apt,16,537.540718
6585852,1 bedroom close to Central Park,Lauren,Manhattan,Upper West Side,Private room,16,517.3937288
11924694,Artist Apartment in Heart of West Village ❤️,Sarah,Manhattan,West Village,Entire home/apt,16,536.3570059
1701981,"Modern, Light-Filled Apt in Chelsea/Meatpacking",Clay,Manhattan,Chelsea,Entire home/apt,16,535.5152551
19028078,Elegant Guest Room A,Carol,Brooklyn,East New York,Private room,1,86.57262086
28682647,Private room in Bushwick Brooklyn,Kaz,Brooklyn,Bushwick,Private room,1,92.96913691
16325781,Room at Home in Lower East Side,Andrea,Manhattan,Lower East Side,Private room,1,146.609558
9832827,Full apartment,Nany,Manhattan,East Harlem,Entire home/apt,16,520.2173485
16275257,Cosy room in Brooklyn,Marie,Brooklyn,Bushwick,Private room,1,92.90429817
29804415,"BRIGHT, SPACIOUS, QUIET Luxury Oasis, DowntownNYC!",Dr.,Manhattan,East Village,Entire home/apt,1,286.833094
4726941,"Stylish 3,000 sq ft loft in TriBeCa",Yaroslav,Manhattan,Tribeca,Entire home/apt,2,285.210332
34284316,Bedroom,Vicky,Queens,Flushing,Private room,5,78.61177058
9616453,Room next to Columbia University,Juan Luis,Manhattan,Morningside Heights,Private room,16,515.5430645
25317793,Awesome Cozy Room in The Heart of Sunnyside!,Kara,Queens,Sunnyside,Private room,5,87.58524033
27143808,Modern studio apt with full kitchen and bath,Rachael,Manhattan,Harlem,Private room,16,245.3456976
12537157,CoZy RooM & Private Bathroom BK:) SUPERHOST :),Jasmin,Brooklyn,Bushwick,Private room,1,93.46074999
6131606,Harmony House 2 on Madison Street,Garnet,Brooklyn,Bedford-Stuyvesant,Private room,16,516.0015825
32640768,Heavenly Harlem Haven,Carlton,Manhattan,Harlem,Private room,1,129.8793478
36073776,"Amazing Room! Awesome Price!
Can’t wait to meet U!",Davica,Brooklyn,Cypress Hills,Private room,1,86.28100637
1466552,ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),Ty,Manhattan,Theater District,Private room,16,533.361939
1398326,"Charming, light-filled 1-bedroom",David,Brooklyn,Fort Hamilton,Entire home/apt,16,243.1538592
34305767,"Big Bed brooklyn, convenient close trains",Penelope,Brooklyn,Bedford-Stuyvesant,Private room,1,94.33176774
23750623,Sonder | 180 Water | Grand 1BR + Rooftop,Sonder,Manhattan,Financial District,Entire home/apt,16,532.110505
16996954,2 Bed 2 Bath Close To Park Pool in building,Yaacov,Manhattan,Upper East Side,Entire home/apt,16,522.2877419
20850006,Brooklyn’s finest pt. Deux,Xie,Brooklyn,Canarsie,Private room,1,85.08526353
20511790,JFK Walk-Up Get-Away!,Steve,Queens,Queens Village,Entire home/apt,5,153.7113185
28845130,Modern Luxury Spacious Suite 15min from Manhattan,Teddy,Queens,Sunnyside,Private room,5,86.6434079
20405868,"Large 1BR in Bay Ridge, Brooklyn",James,Brooklyn,Fort Hamilton,Entire home/apt,1,189.4304315
35448444,1BEAUTIFUL ROOM WITH AIR CONDITION SHEEPSHEAD BAY,Roman,Brooklyn,Sheepshead Bay,Private room,1,83.77176827
32987477,P,Jack,Brooklyn,Sheepshead Bay,Shared room,1,56.92989369
19815527,Nolita Home,Deniz,Manhattan,Nolita,Entire home/apt,16,536.1666603
14071193,Large Sunny Studio in East Village,Miles,Manhattan,East Village,Entire home/apt,1,285.3836873
21327397,"Budget-WELCOME ALL ""Couch"" walk to CITIFIELD & LGA",Veronica,Queens,Corona,Shared room,5,80.18091631
9944415,Clean and Cozy BedStuy Apt,Serik,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,197.7073897
21628640,"Sunny, Spacious Pad In Unbeatable Wburg Location",Andrea,Brooklyn,Williamsburg,Entire home/apt,1,207.0631769
26033022,"Prospect Heights, Brooklyn Loft with views",Katherine,Brooklyn,Crown Heights,Entire home/apt,1,198.4617729
30930476,"Bright, Spacious 3BR/2BA in East Village, groups",Jackson,Manhattan,East Village,Entire home/apt,16,535.1530347
968848,"Cozy private room in 2 Bedroom, BK",Mark,Brooklyn,Prospect Heights,Private room,1,268.5939477
35424310,Speakeasy Vibes Above a Bar in Popular Bushwick,Mick,Brooklyn,Bushwick,Entire home/apt,1,197.9610526
34335188,✴ Brand New & Quiet ✴ East Village ✴ 2BR Apt,Gabby,Manhattan,East Village,Entire home/apt,1,286.6455928
875567,Cozy West Village Studio Apartment,Marise,Manhattan,West Village,Entire home/apt,16,535.0635839
19012181,Hamptons-esque Brooklyn Condo,Lindsay,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,193.8074209
30353302,Room close to La Guardia Airport,Gladys,Queens,East Elmhurst,Shared room,5,161.017053
10096707,Bright & Spacious Apartment. A Williamsburg Gem.,Yoav,Brooklyn,Greenpoint,Entire home/apt,1,207.5673108
35876236,Three Bedroom Apartment Steps from Union Square,Chris,Manhattan,East Village,Entire home/apt,1,287.407048
28888147,NEW Lofty 1bedroom UpperEast Side,Anthony,Manhattan,Midtown,Entire home/apt,16,530.9457505
14205364,Bright 3BR w/ large patio in vibrant Williamsburg,Claire,Brooklyn,Williamsburg,Entire home/apt,1,205.3545717
24906924,Spacious One Bedroom in Downtown Manhattan,Ileang,Manhattan,Chinatown,Entire home/apt,1,285.646876
24635095,Traditional and cozy private room in best location,Andres,Manhattan,Hell's Kitchen,Private room,16,263.8195886
19013171,Central Manhattan Apt,Peter,Manhattan,Kips Bay,Private room,16,266.7097435
36062014,"Chic room, excellent location!",Patricia,Manhattan,Harlem,Private room,16,244.9687699
30392834,"Charming West Village Studio Oasis w/ Doorman, Gym by Blueground",Blueground,Manhattan,West Village,Entire home/apt,1,286.739109
27737158,☆ 2 Bedroom Apartment - Minutes from Times Square!,Louis,Manhattan,Hell's Kitchen,Entire home/apt,16,535.0635839
6494256,"Spacious, Peaceful Room",Brooke,Queens,Elmhurst,Private room,5,192.9189844
29878717,King size luxury studio minutes to Manhattan,Dean,Queens,Long Island City,Entire home/apt,5,173.0922392
29756137,2 bedroom Apartment.,Ife,Queens,Edgemere,Entire home/apt,5,153.1830337
22370339,Beautiful One Bedroom,Shonelle,Brooklyn,Flatbush,Entire home/apt,1,191.1480575
20662567,Home with Private Terrace Off the Park,Cole,Manhattan,Upper West Side,Private room,16,252.57912
24865151,Luxury Central Park Views Iconic building,Wolf,Manhattan,Midtown,Entire home/apt,18,530.7362826
16992922,90 Washington St. 1 BR furnished,Raymond,Manhattan,Financial District,Entire home/apt,1,281.7066415
16160783,Gorgeous Room with Private Bathroom in Manhattan,Julia,Manhattan,Financial District,Private room,16,260.9055424
8083931,Private Bedroom In Refurbished Apt!,Ryan,Brooklyn,Bushwick,Private room,1,198.3810207
34483439,Are You Ready for Central Park State of Mind?,Park Lane,Manhattan,Midtown,Private room,16,261.3310226
35776956,"luxury apt in long lsland city 
1min to subway",Lyn,Queens,Long Island City,Private room,5,89.97739176
12904840,Spacious and sunny room in Brooklyn,Elena,Brooklyn,Bay Ridge,Private room,1,86.83922194
3701708,Quaint Room in Brooklyn,Barbara,Brooklyn,Park Slope,Private room,1,199.2772654
14280778,Penthouse in the sky,Elizabeth,Manhattan,Upper West Side,Entire home/apt,1,270.8218428
20572271,5 Mins Walk to Columbia University,Tiara,Manhattan,Morningside Heights,Private room,16,248.1560485
6837529,1 BR available in lovely LES unit,Ben,Manhattan,Lower East Side,Private room,16,263.9668701
34774436,Beautiful private bedroom in Brooklyn,Brandon,Brooklyn,Bedford-Stuyvesant,Private room,1,93.32378645
24884922,"Sunny, zen spot in the Heart of East Village",Natalie,Manhattan,East Village,Entire home/apt,16,535.7916509
21955216,"Bright, contemporary Kips Bay Studio apt",Alper Demis,Manhattan,Kips Bay,Entire home/apt,1,288.9216487
4379271,Spacious Bklyn Apt Near Manhattan,Aaron,Brooklyn,Cobble Hill,Private room,1,97.61496356
34301284,Beautiful apartment in Manhattan!,Polina,Manhattan,East Village,Entire home/apt,16,535.978218
30566910,Spacious East Village Zen Den,Kim,Manhattan,East Village,Entire home/apt,1,286.5525419
20175117,Charming One Bedroom Apt on the Upper East Side.,Monika,Manhattan,Upper East Side,Entire home/apt,1,275.6475597
17749273,1 br Woodside - close to LGA!,Caressa,Queens,Woodside,Private room,5,84.45281085
24631587,"SoHo, Entire Place, Rooftop View",Bubbles,Manhattan,SoHo,Entire home/apt,16,535.978218
19985425,Newly Renovated/Private Apt/1-br by Park and Metro,Jonah_Soleil,Brooklyn,Crown Heights,Entire home/apt,1,194.8291949
17677710,Private Bedroom with Amazing Rooftop View,Trey,Brooklyn,Bushwick,Private room,1,92.6499695
33993225,Private small room in 3 bdr apt - East Village,Alexandre,Manhattan,East Village,Private room,16,264.8815656
832596,Spacious 1 BR Near the Water UES,Nick,Manhattan,Upper East Side,Entire home/apt,1,273.4326574
4744276,Huge Room in First Floor Brownstone,Daniel,Brooklyn,Crown Heights,Private room,1,195.8919475
31474126,Loft in Bushwick,Lancelot,Brooklyn,Bushwick,Private room,1,92.60834612
32608044,Beautiful Apartment near Prospect Park,Laura,Brooklyn,Flatbush,Entire home/apt,1,193.3425597
30210441,Coziness from a westelm catalog,Sade,Manhattan,Harlem,Private room,16,247.4421337
9471997,Lovely 1-bedroom apartment in SoHo!,Olai,Manhattan,SoHo,Entire home/apt,1,286.739109
33273525,"Beautiful, large, sunny private bedroom available",Alexis,Brooklyn,Prospect Heights,Private room,16,519.4279387
7646092,Spacious room in Williamsburg,Jenny,Brooklyn,Williamsburg,Private room,1,276.7620448
32736925,One bedroom unit in Lower East side.,Michael,Manhattan,Lower East Side,Entire home/apt,1,285.7354594
29722452,Perch Harlem,Scott,Manhattan,Harlem,Entire home/apt,16,511.6361128
22309732,1 bedroom near Wall Street,Josie,Manhattan,Financial District,Private room,16,260.0362956
30085136,1 BR in historical Brownstone with terrace/garden,Stephen,Manhattan,Harlem,Private room,1,129.1040386
23517220,Private 1 Bedroom in the Heart of Queens,Nathalia,Queens,Forest Hills,Private room,5,78.95152813
23375874,Designer's gem on Ludlow Street,Tia,Manhattan,Lower East Side,Entire home/apt,1,286.5525419
26353304,"SPACIOUS, HIGH CELING, MODERN ROOM IN BROOKLYN",Rauf,Brooklyn,Flatbush,Private room,1,87.99963872
17557873,Renovated Comfortable Room for 2 or solo traveler,Izabel,Brooklyn,Windsor Terrace,Private room,1,88.96271086
31353678,"Colorful, Cozy, Bright Brooklyn Studio PetFriendly",Anna,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,194.1837815
35485306,MODERN LOFT STUDIO IN CENTRE MANHATTAN (SLEEP 4)!,Marco,Manhattan,Murray Hill,Entire home/apt,16,536.9397565
27088254,Chez Jesse Vacation Spot - Manhattan Loft,Jesse,Manhattan,East Harlem,Private room,16,246.8794708
35823101,SO CHILL!! Very spacious and cozy bk apartment !!,Jim,Brooklyn,Bushwick,Entire home/apt,1,196.9149053
